endTime,artistName,trackName,msPlayed;
2020-11-09 00:05,RINI,Aphrodite,271000;
2020-11-09 00:07,prxz,I'm Shy. I'm Anxious,104071;
2020-11-09 00:08,Shiloh Dynasty,Tried to Be Patient with You,78656;
2020-11-09 00:11,itssvd,Losing Interest,120546;
2020-11-09 00:14,itssvd,i almost called you,185084;
2020-11-09 00:18,Kiana LedÃ©,Only Fan. (with Jacquees),221265;
2020-11-09 00:20,itssvd,Love Hurts,92577;
2020-11-09 00:21,itssvd,i'm lonely now,93276;
2020-11-09 00:24,Nohidea,falling down (feat. shiloh),96000;
2020-11-09 00:26,Monty Datta,Can't Love Myself,122723;
2020-11-09 00:29,keshi,over u,179777;
2020-11-09 00:32,Peachy!,$orries,214857;
2020-11-09 00:35,sagun,surface,137919;
2020-11-09 00:38,Lo'fi Boy,Tiger Park,185695;
2020-11-09 00:41,Single Friend,Lofi Loyal CafÃ© Customer,168000;
2020-11-09 00:45,Kyle Dion,Brown,234758;
2020-11-09 00:48,Mereba,Sandstorm (feat. JID),179026;
2020-11-09 00:52,Jhené Aiko,Spotless Mind,268973;
2020-11-09 00:56,Jhené Aiko,Blue Dream,217026;
2020-11-09 01:00,Jhené Aiko,Surrender (feat. Dr. Chill),257573;
2020-11-09 01:02,Floreyyyy,Cigarette Smoke,108363;
2020-11-09 01:05,Asiahn,Like You,184032;
2020-11-09 01:09,dvsn,Too Deep,200223;
2020-11-09 01:12,dvsn,Between Us (feat. Snoh Aalegra),183750;
2020-11-09 01:15,Snoh Aalegra,Fool For You,194303;
2020-11-09 01:19,Jhené Aiko,Triggered (freestyle),209933;
2020-11-09 01:23,Jhené Aiko,Ascension,213760;
2020-11-09 01:28,Jhené Aiko,New Balance,279453;
2020-11-09 01:33,Jhené Aiko,Promises,297493;
2020-11-09 01:35,Monty Datta,Sing to You,153611;
2020-11-09 01:38,Monty Datta,With Somebody Else,161406;
2020-11-09 01:42,sagun,fusion,213421;
2020-11-09 01:44,Idealism,controlla,108000;
2020-11-09 01:47,LLusion,Day in Paris,206582;
2020-11-09 01:50,Audrey Mika,Y U Gotta B Like That,154456;
2020-11-09 01:52,LLusion,Tired,132000;
2020-11-09 01:55,frad,First Date,173143;
2020-11-09 01:57,Kanisan,Fireflies,123076;
2020-11-09 02:00,frad,blossoms,156800;
2020-11-09 02:02,frad,shinjuku,128200;
2020-11-09 02:04,Elijah Lee,Dusk to Dawn,120133;
2020-11-09 02:06,Elijah Lee,twilight.,118441;
2020-11-09 02:08,aqualina,april showers,126545;
2020-11-09 02:10,aqualina,one sided love,122500;
2020-11-09 02:13,sad boy with a laptop,You're the Dream I Never Wanna Wake Up From,141000;
2020-11-09 02:15,Floreyyyy,Timeless,148578;
2020-11-09 02:17,Floreyyyy,Thrill Divine,114413;
2020-11-09 02:19,Floreyyyy,Conversations,108000;
2020-11-09 02:22,Elijah Who,Wednesday Girl,194063;
2020-11-09 02:25,Lo'fi Boy,Trust,140000;
2020-11-09 02:28,eery,hardly,146493;
2020-11-09 02:32,Billie Eilish,i love you,291796;
2020-11-09 02:36,Pink Sweat$,Honesty,189000;
2020-11-09 02:39,Daniel Caesar,COMPLEXITIES,230585;
2020-11-09 02:43,Daniel Caesar,Who Hurt You?,231964;
2020-11-09 02:46,keshi,magnolia,139623;
2020-11-09 02:49,UMI,Midnight Blues,147304;
2020-11-09 02:52,slchld,I would,205563;
2020-11-09 02:54,Elijah Who,this girl,122704;
2020-11-09 02:57,yaeow,I Need U,142588;
2020-11-09 03:00,FINNEAS,Let's Fall in Love for the Night,190348;
2020-11-09 03:03,SnÃ¸w,You Don't Want Me Anymore,165000;
2020-11-09 03:06,Bazzi,I.F.L.Y.,165714;
2020-11-09 03:09,Kina,Wish I Was Better,140571;
2020-11-09 03:12,Vedo,You Got It,201586;
2020-11-09 03:16,PRETTYMUCH,Phases,215759;
2020-11-09 03:19,keshi,more,183543;
2020-11-09 03:22,Alina Baraz,Off the Grid (feat. Khalid),200303;
2020-11-09 03:25,Kaash Paige,Love Songs - Bonus,148640;
2020-11-09 03:28,Frank Ocean,Godspeed,177922;
2020-11-09 03:31,Powfu,death bed (coffee for your head),173333;
2020-11-09 03:31,Jaymes Young,Infinity,8556;
2020-11-09 14:55,Jaymes Young,Infinity,229173;
2020-11-09 14:58,Jeremy Zucker,always i'll care,146160;
2020-11-09 15:01,keshi,right here,195093;
2020-11-09 15:04,Kina,Feel Again (Feat. Au/Ra),139354;
2020-11-09 15:06,Pink Sweat$,17,160736;
2020-11-09 15:11,Alina Baraz,To Me,257055;
2020-11-09 15:14,DaniLeigh,Easy,186586;
2020-11-09 15:16,Sista Prod,Eyes Blue Like The Atlantic Pt. 2 (feat. Powfu & Alec Benjamin & Rxseboy),156187;
2020-11-09 15:18,Teqkoi,You Broke My Heart Again,103400;
2020-11-09 15:21,Audrey Mika,Just Friends,168982;
2020-11-09 15:24,BROCKHAMPTON,SUGAR,204533;
2020-11-09 15:27,bearbare,Tell Me Why I'm Waiting,154285;
2020-11-09 15:30,Pink Sweat$,At My Worst,170344;
2020-11-09 15:33,Tundra Beats,Take It Back,151327;
2020-11-09 15:36,SAYGRACE,Boys Ain't Shit,175883;
2020-11-09 15:38,Clairo,Hello?,135016;
2020-11-09 15:41,HONNE,no song without you,160346;
2020-11-09 16:09,Jeremy Zucker,you were good to me,219146;
2020-11-09 16:13,keshi,like i need u,182678;
2020-11-09 16:16,Alaina Castillo,just a boy,185681;
2020-11-09 16:19,Trevor Daniel,Mess,168483;
2020-11-09 16:23,Jaden,Summertime In Paris,270960;
2020-11-09 16:25,Sarah Meow,I Know You so Well,119024;
2020-11-09 16:29,UMI,Remember Me,199226;
2020-11-09 16:31,Peachy!,Falling for U,124000;
2020-11-09 16:34,Jeremy Zucker,all the kids are depressed,169973;
2020-11-09 16:35,SnÃ¸w,Sunset/Sunrise,87353;
2020-11-09 16:39,sagun,I'll Keep You Safe,185875;
2020-11-09 16:41,MASN,Hate Me!,154756;
2020-11-09 16:44,Sasha Alex Sloan,Dancing With Your Ghost,197732;
2020-11-09 16:48,Powfu,ill come back to you (feat. Sarcastic Sounds & Rxseboy),134881;
2020-11-09 16:51,Peach Tree Rascals,Mariposa,210000;
2020-11-09 16:54,Kina,Can We Kiss Forever?,187931;
2020-11-09 16:57,Trevor Daniel,Falling (blackbear Remix),171968;
2020-11-09 17:01,Kehlani,Nights Like This (feat. Ty Dolla $ign),201787;
2020-11-09 17:04,Kayou.,I Can't Hate You,178480;
2020-11-09 17:06,Pink Sweat$,Cocaine,131500;
2020-11-09 17:08,88rising,La La Lost You,72530;
2020-11-09 17:10,88rising,La La Lost You,127486;
2020-11-09 17:13,sadeyes,jaded,160624;
2020-11-09 17:16,Alexander 23,IDK You Yet,184638;
2020-11-09 17:19,WYS,Snowman,195136;
2020-11-09 17:22,Trevor Daniel,For You,163500;
2020-11-09 17:26,Kehlani,Toxic,168182;
2020-11-09 17:28,keshi,skeletons,152480;
2020-11-09 17:29,Ruel,Face To Face,37997;
2020-11-09 19:42,Ruel,Face To Face,165765;
2020-11-09 19:45,Alina Baraz,Floating (feat. Khalid),174489;
2020-11-09 19:48,Pink Sweat$,Honesty (Remix) [feat. Jessie Reyez],187805;
2020-11-09 19:51,the bootleg boy,i still think of you,125052;
2020-11-09 19:54,Ali Gatie,It's You,212606;
2020-11-09 19:56,BROCKHAMPTON,SUGAR (Remix) [feat. Dua Lipa],68137;
2020-11-10 07:50,dvsn,Too Deep,11380;
2020-11-10 07:54,Jhené Aiko,Triggered (freestyle),209933;
2020-11-10 07:57,Jhené Aiko,Ascension,213760;
2020-11-10 08:03,Jhené Aiko,New Balance,279453;
2020-11-10 08:08,Jhené Aiko,Promises,297493;
2020-11-10 08:10,Monty Datta,Sing to You,153611;
2020-11-10 08:14,Monty Datta,With Somebody Else,161406;
2020-11-10 08:53,sagun,fusion,213421;
2020-11-10 08:55,Idealism,controlla,108000;
2020-11-10 08:58,LLusion,Day in Paris,206582;
2020-11-10 09:20,Audrey Mika,Y U Gotta B Like That,154456;
2020-11-10 09:23,LLusion,Tired,132000;
2020-11-10 09:26,frad,First Date,173143;
2020-11-10 09:28,Kanisan,Fireflies,123076;
2020-11-10 09:30,frad,blossoms,156800;
2020-11-10 09:33,frad,shinjuku,128200;
2020-11-10 09:35,Elijah Lee,Dusk to Dawn,120133;
2020-11-10 09:37,Elijah Lee,twilight.,118441;
2020-11-10 09:39,aqualina,april showers,126545;
2020-11-10 09:41,aqualina,one sided love,122500;
2020-11-10 09:44,sad boy with a laptop,You're the Dream I Never Wanna Wake Up From,141000;
2020-11-10 09:46,Floreyyyy,Timeless,148578;
2020-11-10 09:48,Floreyyyy,Thrill Divine,114413;
2020-11-10 09:50,Floreyyyy,Conversations,108000;
2020-11-10 09:53,Elijah Who,Wednesday Girl,194063;
2020-11-10 09:56,Lo'fi Boy,Trust,140000;
2020-11-10 09:59,eery,hardly,146493;
2020-11-10 10:03,Billie Eilish,i love you,291796;
2020-11-10 10:07,Pink Sweat$,Honesty,189000;
2020-11-10 10:10,Daniel Caesar,COMPLEXITIES,230585;
2020-11-10 10:14,Daniel Caesar,Who Hurt You?,231964;
2020-11-10 10:18,keshi,magnolia,139623;
2020-11-10 10:20,UMI,Midnight Blues,147304;
2020-11-10 10:23,slchld,I would,205563;
2020-11-10 10:25,Elijah Who,this girl,122704;
2020-11-10 10:28,The Deli,5:32pm,136914;
2020-11-10 10:30,Rook1e,sound asleep,131928;
2020-11-10 10:32,Sarcastic Sounds,It's OK to Cry,102055;
2020-11-10 10:35,Pink Sweat$,17,160736;
2020-11-10 10:37,j'san,this feeling's too good,110117;
2020-11-10 10:41,Giveon,Like I Want You,260776;
2020-11-10 10:42,Tomppabeats,Far Away,52602;
2020-11-10 10:45,keshi,like i need u,182678;
2020-11-10 10:47,Peachy!,Falling for U,1003;
2020-11-10 10:47,aesthetic boi,if all the people . . .,153076;
2020-11-10 11:20,sad boy with a laptop,You're the Dream I Never Wanna Wake Up From,141000;
2020-11-10 11:25,Jhené Aiko,Surrender (feat. Dr. Chill),257573;
2020-11-10 11:29,slchld,I would,205563;
2020-11-10 11:31,Nohidea,falling down (feat. shiloh),96000;
2020-11-10 11:34,Single Friend,Lofi Loyal CafÃ© Customer,168000;
2020-11-10 11:38,Daniel Caesar,COMPLEXITIES,230585;
2020-11-10 11:40,Lucy Park,Rain,151150;
2020-11-10 11:44,Snoh Aalegra,Fool For You,194303;
2020-11-10 11:47,frad,blossoms,156800;
2020-11-10 11:51,Kyle Dion,Brown,234758;
2020-11-10 11:54,Mereba,Sandstorm (feat. JID),179026;
2020-11-10 11:55,Shiloh Dynasty,Tried to Be Patient with You,78656;
2020-11-10 11:59,Jhené Aiko,Blue Dream,217026;
2020-11-10 12:02,aqualina,one sided love,122500;
2020-11-10 12:06,sagun,fusion,213421;
2020-11-10 12:10,Billie Eilish,i love you,291796;
2020-11-10 12:13,Monty Datta,Sing to You,153611;
2020-11-10 12:16,itssvd,why is the world so lonely,162600;
2020-11-10 12:18,frad,shinjuku,128200;
2020-11-10 12:22,Peachy!,$orries,214857;
2020-11-10 12:25,Lo'fi Boy,Tiger Park,185695;
2020-11-10 12:27,Kanisan,Fireflies,123076;
2020-11-10 12:30,UMI,Midnight Blues,147304;
2020-11-10 12:33,itssvd,Losing Interest,120546;
2020-11-10 12:35,eery,hardly,146493;
2020-11-10 12:38,dvsn,Between Us (feat. Snoh Aalegra),183750;
2020-11-10 12:41,Floreyyyy,Cigarette Smoke,108363;
2020-11-10 12:43,Meltycanon,A Song About Love,169137;
2020-11-10 12:45,aqualina,april showers,126545;
2020-11-10 12:48,Jhené Aiko,Triggered (freestyle),126888;
2020-11-11 00:26,Peachy!,Falling for U,122428;
2020-11-11 00:29,Sarcastic Sounds,I Miss You,118618;
2020-11-11 00:32,Laeland,I'm inlove but...,160279;
2020-11-11 00:34,Dontcry,Redbone,102176;
2020-11-11 00:36,Kina,Wish I Was Better,140571;
2020-11-11 00:38,potsu,i'm closing my eyes,118302;
2020-11-11 00:41,Peach Tree Rascals,Mariposa,210000;
2020-11-11 00:46,Madison Beer,Selfish,223270;
2020-11-11 00:48,Unclenathannn,Pure Imagination,99838;
2020-11-11 00:50,Tundra Beats,Take It Back,151327;
2020-11-11 00:52,Zach Farache,Sweeterman,78759;
2020-11-11 00:53,Teqkoi,You Broke My Heart Again,103400;
2020-11-11 00:56,Hanz,Ambivalence,151797;
2020-11-11 00:58,eevee,drowsy,137040;
2020-11-11 01:02,Powfu,death bed (coffee for your head),173333;
2020-11-11 01:04,Board-Man,Fly Me to the Moon,119645;
2020-11-11 01:06,rei brown,Bubble,157297;
2020-11-11 01:08,frumhere,she only likes me when i'm drunk,110000;
2020-11-11 01:10,mell-Ã¸,Stargazing,120000;
2020-11-11 01:12,BeowÃ¼lf,Close Your Eyes,121478;
2020-11-11 01:15,Rook1e,Weekends With You,121445;
2020-11-11 01:18,DaniLeigh,Easy,186586;
2020-11-11 01:19,Sarcastic Sounds,Dead Dreams,93701;
2020-11-11 01:22,Kina,Feel Again (Feat. Au/Ra),139354;
2020-11-11 01:23,moow,You're in My Head,97050;
2020-11-11 01:26,aesthetic boi,change,127006;
2020-11-11 01:29,Sabrina Claudio,Truth Is,212010;
2020-11-11 01:32,Rnla,Free With You,168038;
2020-11-11 01:35,City Girl,Wishing on You,149250;
2020-11-11 01:37,Rook1e,memories of her last winter,115135;
2020-11-11 01:40,Harris Cole,Gone Fishing,192000;
2020-11-11 01:43,Clairo,Sofia,188386;
2020-11-11 01:45,Dontcry,Jocelyn Flores,92307;
2020-11-11 01:47,keshi,skeletons,152480;
2020-11-11 01:50,Kochetkovv,You're the World to Me,134596;
2020-11-11 01:51,Tomppabeats,Monday Loop,91504;
2020-11-11 01:53,Rook1e,If Only,67418;
2020-11-11 01:56,SwuM,Praise the Lawd,134025;
2020-11-11 01:58,Claire Rosinkranz,Backyard Boy,129240;
2020-11-11 02:01,Conan Gray,Heather,198040;
2020-11-11 02:03,ilyTOMMY,Forever,108695;
2020-11-11 02:05,sadeyes,you deserve better,141927;
2020-11-11 02:07,Rook1e,What Love Is I Think,70423;
2020-11-11 02:10,Swell,I'm Sorry,157524;
2020-11-11 02:13,Kina,Can We Kiss Forever?,187931;
2020-11-11 02:14,moow,Wake Up,82800;
2020-11-11 02:17,Giveon,Heartbreak Anniversary,198370;
2020-11-11 02:20,potsu,[oops],142182;
2020-11-11 02:23,Idealism,Somehow,171633;
2020-11-11 02:25,Rook1e,breathe slow,139453;
2020-11-11 02:28,SwuM,Dreaming,151034;
2020-11-11 02:29,SnÃ¸w,Sunset/Sunrise,87353;
2020-11-11 02:32,Jordan Maxwell,Waiting (feat. Shiloh),149603;
2020-11-11 02:35,Alexander 23,IDK You Yet,184638;
2020-11-11 02:36,Jinsang,Absence,48757;
2020-11-11 10:31,Jinsang,Absence,600;
2020-11-11 10:34,Lucy Park,Rain,151150;
2020-11-11 10:37,UMI,Butterfly,160500;
2020-11-11 10:40,UMI,Lullaby,200880;
2020-11-11 10:45,RINI,Aphrodite,271000;
2020-11-11 10:47,prxz,I'm Shy. I'm Anxious,104071;
2020-11-11 10:48,Shiloh Dynasty,Tried to Be Patient with You,78656;
2020-11-11 10:50,itssvd,Losing Interest,120546;
2020-11-11 10:53,itssvd,i almost called you,185084;
2020-11-11 10:57,Kiana LedÃ©,Only Fan. (with Jacquees),221265;
2020-11-11 10:58,itssvd,Love Hurts,92577;
2020-11-11 11:00,itssvd,i'm lonely now,93276;
2020-11-11 11:02,Nohidea,falling down (feat. shiloh),96000;
2020-11-11 11:04,Monty Datta,Can't Love Myself,122723;
2020-11-11 11:07,keshi,over u,179777;
2020-11-11 11:11,Peachy!,$orries,214857;
2020-11-11 11:13,sagun,surface,137919;
2020-11-11 11:16,Lo'fi Boy,Tiger Park,185695;
2020-11-11 11:19,Single Friend,Lofi Loyal CafÃ© Customer,168000;
2020-11-11 11:23,Kyle Dion,Brown,234758;
2020-11-11 11:26,Mereba,Sandstorm (feat. JID),179026;
2020-11-11 11:27,Jhené Aiko,Spotless Mind,29295;
2020-11-11 12:08,Jhené Aiko,Spotless Mind,239715;
2020-11-11 12:11,Jhené Aiko,Blue Dream,217026;
2020-11-11 12:16,Jhené Aiko,Surrender (feat. Dr. Chill),257573;
2020-11-11 12:17,Floreyyyy,Cigarette Smoke,108363;
2020-11-11 12:21,Asiahn,Like You,184032;
2020-11-11 12:24,dvsn,Too Deep,200223;
2020-11-11 12:27,dvsn,Between Us (feat. Snoh Aalegra),183750;
2020-11-11 12:31,Snoh Aalegra,Fool For You,194303;
2020-11-11 12:34,Jhené Aiko,Triggered (freestyle),209933;
2020-11-11 12:38,Jhené Aiko,Ascension,213760;
2020-11-11 12:42,Jhené Aiko,New Balance,279453;
2020-11-11 12:47,Jhené Aiko,Promises,297493;
2020-11-11 12:50,Monty Datta,Sing to You,153611;
2020-11-11 12:53,Monty Datta,With Somebody Else,161406;
2020-11-11 12:54,sagun,fusion,22845;
2020-11-11 12:56,frad,First Date,173143;
2020-11-11 12:58,Kanisan,Fireflies,123076;
2020-11-11 13:01,frad,blossoms,156800;
2020-11-11 13:03,frad,shinjuku,128200;
2020-11-11 13:05,Elijah Lee,Dusk to Dawn,120133;
2020-11-11 13:07,Elijah Lee,twilight.,118441;
2020-11-11 13:10,aqualina,april showers,126545;
2020-11-11 13:12,aqualina,one sided love,122500;
2020-11-11 13:14,sad boy with a laptop,You're the Dream I Never Wanna Wake Up From,141000;
2020-11-11 13:17,Floreyyyy,Timeless,148578;
2020-11-11 13:19,Floreyyyy,Thrill Divine,114413;
2020-11-11 13:20,Floreyyyy,Conversations,108000;
2020-11-11 13:24,Elijah Who,Wednesday Girl,194063;
2020-11-11 13:26,Lo'fi Boy,Trust,140000;
2020-11-11 13:29,eery,hardly,146493;
2020-11-11 13:34,Billie Eilish,i love you,291796;
2020-11-11 13:37,Pink Sweat$,Honesty,189000;
2020-11-11 13:41,Daniel Caesar,COMPLEXITIES,230585;
2020-11-11 13:45,Daniel Caesar,Who Hurt You?,231964;
2020-11-11 13:48,keshi,magnolia,139623;
2020-11-11 13:50,UMI,Midnight Blues,147304;
2020-11-11 13:54,slchld,I would,205563;
2020-11-11 13:56,Elijah Who,this girl,122704;
2020-11-11 13:58,The Deli,5:32pm,136914;
2020-11-11 14:01,keshi,like i need u,182678;
2020-11-11 14:04,Jordy Chandra,Do We Start to Like Each Other ?,146616;
2020-11-11 14:06,Kina,Wish I Was Better,140571;
2020-11-11 14:08,frumhere,she only likes me when i'm drunk,110000;
2020-11-11 14:10,Rook1e,sound asleep,131928;
2020-11-11 14:13,potsu,i'm closing my eyes,118302;
2020-11-11 14:16,Misc.Inc,Virtue,178666;
2020-11-11 14:18,Dontcry,Redbone,102176;
2020-11-11 14:20,keshi,skeletons,152480;
2020-11-11 14:24,Madison Beer,Selfish,223270;
2020-11-11 14:26,Tundra Beats,Take It Back,151327;
2020-11-11 14:29,Pink Sweat$,17,160736;
2020-11-11 14:31,Sarcastic Sounds,It's OK to Cry,102055;
2020-11-11 14:32,moow,Wake Up,82800;
2020-11-11 14:35,Peter Manos,Out of Love,164946;
2020-11-11 14:37,Peachy!,Falling for U,124000;
2020-11-11 14:39,mell-Ã¸,Stargazing,120000;
2020-11-11 14:41,Teqkoi,You Broke My Heart Again,103400;
2020-11-11 14:44,H.E.R.,Best Part (feat. Daniel Caesar),209400;
2020-11-11 14:47,frumhere,i still have all our old texts,112000;
2020-11-11 14:49,potsu,[oops],142182;
2020-11-11 14:51,invention_,twilight floret,141176;
2020-11-11 14:54,rei brown,Bubble,157297;
2020-11-11 14:55,SnÃ¸w,Sunset/Sunrise,87353;
2020-11-11 14:57,Sarcastic Sounds,I Don't Sleep,105142;
2020-11-11 14:59,Unclenathannn,Pure Imagination,99838;
2020-11-11 15:01,Rook1e,memories of her last winter,115135;
2020-11-11 15:04,sad boy with a laptop,Anywhere Next to You,148000;
2020-11-11 15:07,Kina,Can We Kiss Forever?,187931;
2020-11-11 15:10,Kendall Miles,Depart,173875;
2020-11-11 15:11,Sarcastic Sounds,Losing Time,82102;
2020-11-11 15:14,Swell,I'm Sorry,157524;
2020-11-11 15:15,moow,You're in My Head,97050;
2020-11-11 15:17,Board-Man,Fly Me to the Moon,119645;
2020-11-11 15:20,SwuM,Dreaming,151034;
2020-11-11 15:22,BeowÃ¼lf,Close Your Eyes,121478;
2020-11-11 15:25,Alexander 23,IDK You Yet,184638;
2020-11-11 15:27,Rook1e,we'll stay inside when it rains,130585;
2020-11-11 15:28,aimless,Star Projector,18030;
2020-11-11 18:57,frad,shinjuku,110345;
2020-11-11 19:00,Elijah Lee,Dusk to Dawn,120133;
2020-11-11 19:02,Elijah Lee,twilight.,118441;
2020-11-11 19:04,aqualina,april showers,126545;
2020-11-11 19:06,aqualina,one sided love,122500;
2020-11-11 19:08,Floreyyyy,Timeless,6687;
2020-11-11 19:08,sad boy with a laptop,You're the Dream I Never Wanna Wake Up From,141000;
2020-11-12 14:21,UMI,Butterfly,160500;
2020-11-12 14:25,UMI,Lullaby,200880;
2020-11-12 14:30,RINI,Aphrodite,271000;
2020-11-12 14:31,prxz,I'm Shy. I'm Anxious,104071;
2020-11-12 14:33,Shiloh Dynasty,Tried to Be Patient with You,78656;
2020-11-12 14:35,itssvd,Losing Interest,120546;
2020-11-12 14:39,itssvd,i almost called you,185084;
2020-11-12 14:42,Kiana LedÃ©,Only Fan. (with Jacquees),221265;
2020-11-12 14:44,itssvd,Love Hurts,92577;
2020-11-12 14:46,itssvd,i'm lonely now,93276;
2020-11-12 14:47,Nohidea,falling down (feat. shiloh),96000;
2020-11-12 14:50,Monty Datta,Can't Love Myself,122723;
2020-11-12 14:53,keshi,over u,179777;
2020-11-12 14:56,Peachy!,$orries,214857;
2020-11-12 14:59,sagun,surface,137919;
2020-11-12 15:02,Lo'fi Boy,Tiger Park,185695;
2020-11-12 15:05,Single Friend,Lofi Loyal CafÃ© Customer,168000;
2020-11-12 15:09,Kyle Dion,Brown,234758;
2020-11-12 15:12,Mereba,Sandstorm (feat. JID),179026;
2020-11-12 15:17,Jhené Aiko,Spotless Mind,268973;
2020-11-12 15:21,Jhené Aiko,Blue Dream,217026;
2020-11-12 15:25,Jhené Aiko,Surrender (feat. Dr. Chill),257573;
2020-11-12 15:27,Floreyyyy,Cigarette Smoke,108363;
2020-11-12 15:30,Asiahn,Like You,184032;
2020-11-12 15:34,dvsn,Too Deep,200223;
2020-11-12 15:35,dvsn,Between Us (feat. Snoh Aalegra),57083;
2020-11-12 19:55,Sean Kingston,Eenie Meenie,5100;
2020-11-12 19:58,Nick Jonas,Introducing Me - From 'Camp Rock 2: The Final Jam',186893;
2020-11-12 20:03,Miley Cyrus,The Climb,322220;
2020-11-12 20:04,Ellie Goulding,Love Me Like You Do - From 'Fifty Shades Of Grey',7925;
2020-11-12 20:05,Jay Sean,Down,67910;
2020-11-12 20:08,Iyaz,Replay,182306;
2020-11-12 20:10,Kesha,TiK ToK,126443;
2020-11-12 20:14,Usher,Yeah! (feat. Lil Jon & Ludacris),250373;
2020-11-12 20:18,Britney Spears,Womanizer,224400;
2020-11-12 20:22,Justin Bieber,Somebody To Love,186223;
2020-11-12 20:26,Jessie J,Domino,231840;
2020-11-12 20:29,Taylor Swift,I Knew You Were Trouble.,16703;
2020-11-12 20:29,Jay Sean,Do You Remember,210306;
2020-11-12 20:31,Cher Lloyd,Want U Back,67180;
2020-11-12 20:34,Shontelle,Impossible,226533;
2020-11-12 20:34,Justin Timberlake,Mirrors,1026;
2020-11-13 17:58,dvsn,Too Deep,200223;
2020-11-13 18:02,dvsn,Between Us (feat. Snoh Aalegra),183750;
2020-11-13 18:05,Snoh Aalegra,Fool For You,194303;
2020-11-13 18:08,Jhené Aiko,Triggered (freestyle),209933;
2020-11-13 18:26,Jhené Aiko,Ascension,139354;
2020-11-14 00:11,Jhené Aiko,Ascension,74415;
2020-11-14 00:16,Jhené Aiko,New Balance,279453;
2020-11-14 00:21,Jhené Aiko,Promises,297493;
2020-11-14 00:24,Monty Datta,Sing to You,153611;
2020-11-14 00:26,Monty Datta,With Somebody Else,81580;
2020-11-14 17:14,Kiana LedÃ©,Only Fan. (with Jacquees),221265;
2020-11-14 17:16,itssvd,Love Hurts,92577;
2020-11-14 17:17,itssvd,i'm lonely now,93276;
2020-11-14 17:19,Nohidea,falling down (feat. shiloh),96000;
2020-11-14 17:21,Monty Datta,Can't Love Myself,122723;
2020-11-14 17:25,keshi,over u,179777;
2020-11-14 17:28,Peachy!,$orries,214857;
2020-11-14 17:31,sagun,surface,137919;
2020-11-14 17:34,Lo'fi Boy,Tiger Park,185695;
2020-11-14 17:36,Single Friend,Lofi Loyal CafÃ© Customer,168000;
2020-11-14 17:40,Kyle Dion,Brown,234758;
2020-11-14 17:44,Mereba,Sandstorm (feat. JID),179026;
2020-11-14 17:46,Jhené Aiko,Spotless Mind,127374;
2020-11-14 20:50,Jhené Aiko,Triggered (freestyle),83083;
2020-11-14 20:52,prxz,I'm Shy. I'm Anxious,104071;
2020-11-14 20:53,Monty Datta,With Somebody Else,71055;
2020-11-14 22:26,Jhené Aiko,Spotless Mind,141599;
2020-11-14 22:29,Jhené Aiko,Blue Dream,217026;
2020-11-14 22:34,Jhené Aiko,Surrender (feat. Dr. Chill),257573;
2020-11-14 22:36,Floreyyyy,Cigarette Smoke,108363;
2020-11-14 22:39,Asiahn,Like You,184032;
2020-11-14 22:43,dvsn,Too Deep,200223;
2020-11-14 22:46,dvsn,Between Us (feat. Snoh Aalegra),183750;
2020-11-14 22:49,Snoh Aalegra,Fool For You,194303;
2020-11-14 22:53,Jhené Aiko,Triggered (freestyle),209933;
2020-11-14 22:56,Jhené Aiko,Ascension,213760;
2020-11-14 23:01,Jhené Aiko,New Balance,279453;
2020-11-14 23:06,Jhené Aiko,Promises,297493;
2020-11-14 23:09,Monty Datta,Sing to You,153611;
2020-11-14 23:11,Monty Datta,With Somebody Else,161406;
2020-11-14 23:15,sagun,fusion,213421;
2020-11-14 23:17,Idealism,controlla,108000;
2020-11-14 23:21,LLusion,Day in Paris,206582;
2020-11-14 23:23,Audrey Mika,Y U Gotta B Like That,154456;
2020-11-14 23:25,LLusion,Tired,132000;
2020-11-14 23:28,frad,First Date,173143;
2020-11-14 23:31,Kanisan,Fireflies,123076;
2020-11-14 23:34,frad,blossoms,156800;
2020-11-14 23:36,frad,shinjuku,128200;
2020-11-14 23:38,Elijah Lee,Dusk to Dawn,120133;
2020-11-14 23:40,Elijah Lee,twilight.,118441;
2020-11-14 23:42,aqualina,april showers,126545;
2020-11-14 23:44,aqualina,one sided love,122500;
2020-11-14 23:47,sad boy with a laptop,You're the Dream I Never Wanna Wake Up From,141000;
2020-11-14 23:49,Floreyyyy,Timeless,148578;
2020-11-14 23:51,Floreyyyy,Thrill Divine,114413;
2020-11-14 23:53,Floreyyyy,Conversations,108000;
2020-11-14 23:54,Elijah Who,Wednesday Girl,86667;
2020-11-15 13:01,Elijah Who,Wednesday Girl,107431;
2020-11-15 13:03,Lo'fi Boy,Trust,90113;
2020-11-15 19:12,Lo'fi Boy,Trust,138246;
2020-11-15 19:14,eery,hardly,146493;
2020-11-15 19:19,Billie Eilish,i love you,291796;
2020-11-15 19:22,Pink Sweat$,Honesty,189000;
2020-11-15 19:27,Daniel Caesar,COMPLEXITIES,230585;
2020-11-15 19:30,Daniel Caesar,Who Hurt You?,231964;
2020-11-15 19:33,keshi,magnolia,139623;
2020-11-15 19:35,UMI,Midnight Blues,147304;
2020-11-15 19:39,slchld,I would,205563;
2020-11-15 19:41,Elijah Who,this girl,122704;
2020-11-15 19:44,keshi,like i need u,182678;
