endTime,artistName,trackName,msPlayed;
2021-02-27 14:05,Rosendale,No Maybes,190654;
2021-02-27 14:08,Rival,For Life,157000;
2021-02-27 14:11,Kurt Hugo Schneider,death bed (coffee for your head),176874;
2021-02-27 14:14,Clara Mae,Loved You Once,148603;
2021-02-27 14:16,JORDY,Is It Love?,159790;
2021-02-27 14:20,Sam Fischer,What Other People Say,194890;
2021-02-27 14:23,JC Stewart,I Need You To Hate Me,157447;
2021-02-27 14:26,Greyson Chance,shut up,170363;
2021-02-27 14:29,Loote,This Is How U Feel,184066;
2021-02-27 14:32,Clara Mae,Run Into You,175473;
2021-02-27 14:35,Kayden,fine,190312;
2021-02-27 15:07,Boy In Space,Forever Young,211680;
2021-02-27 15:11,Blake Rose,Lost,202361;
2021-02-28 18:47,Ben Woodward,Monsters in Me,196673;
2021-02-28 18:51,Jim Yosef,Hate You,197944;
2021-02-28 18:52,JP Saxe,Hey Stupid I Love You,53139;
2021-03-01 15:24,JP Saxe,Hey Stupid I Love You,30000;
2021-03-01 15:26,JP Saxe,Hey Stupid I Love You,60186;
2021-03-01 15:29,JP Saxe,Hey Stupid I Love You,123472;
2021-03-01 15:33,Lost Sky,Where We Started,222005;
2021-03-01 15:37,LÃ¸v Li,Sorry,200869;
2021-03-01 15:41,Blake Rose,Gone,205462;
2021-03-01 15:44,Rubayne,Miss U Like Crazy,192000;
2021-03-01 15:48,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-01 15:52,Alan Walker,Heading Home,184889;
2021-03-01 15:55,Loving Caliber,Picture Of You,210792;
2021-03-01 15:59,Drew Schueler,Head Start,217522;
2021-03-01 16:00,SHY Martin,Are you happy?,47775;
2021-03-02 12:52,SHY Martin,Are you happy?,109707;
2021-03-02 12:55,Jake Miller,I Wish You Didn't Love Me,204840;
2021-03-02 13:19,Jason Chen,Unbreak My Heart,258000;
2021-03-02 13:22,Kurt Hugo Schneider,Just A Dream,150233;
2021-03-02 13:28,Kurt Hugo Schneider,Just A Dream,262016;
2021-03-02 13:32,Alessia Cara,I Choose - From The Netflix Original Film The Willoughbys,217347;
2021-03-02 13:36,Ben Woodward,No Time to Die,218385;
2021-03-02 13:38,Rival,Let It Die,37042;
2021-03-02 13:54,Rival,Let It Die,181128;
2021-03-02 13:57,SHY Martin,Slow,163547;
2021-03-02 14:00,Clara Mae,Overused (feat. gnash),161195;
2021-03-02 14:03,JORDY,Just Friends,189631;
2021-03-02 14:07,Ben Woodward,Bulletproof,207677;
2021-03-02 14:12,Jacob Lee,Silhouette,301803;
2021-03-02 14:16,GOLDHOUSE,i don't wanna know,200000;
2021-03-02 14:20,SHY Martin,Nobody Likes Moving On,166646;
2021-03-02 14:22,AJ Mitchell,Burn,139959;
2021-03-02 14:25,Rival,Traffic Light,163695;
2021-03-02 14:30,Ben Woodward,Lost Without You,234046;
2021-03-02 14:34,Kayden,BLAME,249795;
2021-03-02 14:40,Jasmine Thompson,Funny - Stripped,219301;
2021-03-02 14:45,Cadmium,No Friends,235023;
2021-03-02 14:48,SHY Martin,Are you happy?,157555;
2021-03-02 14:53,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-02 14:55,Loote,tomorrow tonight,119002;
2021-03-02 14:58,Ben Woodward,Monsters in Me,196673;
2021-03-02 15:05,Nathan Wagner,Innocence,335259;
2021-03-02 15:09,Disero,Like That - Acoustic,231931;
2021-03-02 15:14,Loving Caliber,Say We're Sorry,203630;
2021-03-02 15:17,SAPPHIRE,Unity (Acoustic),180521;
2021-03-04 13:51,Leah Nobel,Beginning Middle End - From The Netflix Film To All The Boys: Always and Forever,194826;
2021-03-04 13:55,The Neighbourhood,Sweater Weather,240400;
2021-03-04 13:58,JESSIA,I'm not Pretty,118400;
2021-03-04 14:01,Duncan Laurence,Arcade,185146;
2021-03-04 14:05,Kardinal Offishall,Dangerous,246053;
2021-03-04 14:09,Conan Gray,Overdrive,183070;
2021-03-04 14:13,Madison Beer,Blue,229881;
2021-03-04 14:18,Nessa Barrett,la di die (feat. jxdn),195191;
2021-03-04 14:20,blackbear,dirty laundry,165600;
2021-03-04 14:23,Tate McRae,rubberband,147713;
2021-03-04 14:25,ElyOtto,SugarCrash!,80117;
2021-03-04 14:28,Lauv,I Like Me Better - Ryan Riback Remix,210491;
2021-03-04 14:31,Saweetie,Best Friend (feat. Doja Cat),155883;
2021-03-04 14:33,Reyanna Maria,So Pretty,85741;
2021-03-04 14:35,Valley,Like 1999,144742;
2021-03-04 14:38,Ashnikko,Slumber Party (feat. Princess Nokia),178404;
2021-03-04 14:42,Sia,Snowman,165906;
2021-03-04 14:46,Hayd,Changes,214814;
2021-03-04 14:50,renforshort,virtual reality,161249;
2021-03-04 14:51,David Guetta,Memories (feat. Kid Cudi) - 2021 Remix,68839;
2021-03-05 21:05,Sovern,Always,216074;
2021-03-05 21:10,Sasha Alex Sloan,Is It Just Me?,215040;
2021-03-05 21:14,COLE,Your Sweater,241073;
2021-03-05 21:18,Jake Miller,I Wish You Didn't Love Me,30018;
2021-03-05 21:18,TJ Brown,Phoenix (Acoustic),206249;
2021-03-06 16:31,Jake Miller,I Wish You Didn't Love Me,203260;
2021-03-06 16:35,Ben Woodward,Monsters in Me,196673;
2021-03-06 16:40,Cadmium,No Friends,235023;
2021-03-06 16:43,SHY Martin,Are you happy?,157555;
2021-03-06 17:19,Rival,Let It Die,217931;
2021-03-06 17:25,Jordan Clarke,Freaks,174800;
2021-03-06 17:33,Ben Woodward,Monsters in Me,196673;
2021-03-06 17:43,Ben Woodward,Monsters in Me,128478;
2021-03-06 17:48,Blake Rose,Gone,205462;
2021-03-06 17:51,Boy In Space,Drown,203909;
2021-03-06 17:56,Isak Danielson,Always,213451;
2021-03-06 17:59,Rival,Demons (Acoustic Version),222857;
2021-03-06 18:04,Cadmium Nightcore,No Friends,209391;
2021-03-06 18:07,Ben Woodward,Bulletproof,207677;
2021-03-06 18:10,SHY Martin,can I call you back?,153058;
2021-03-06 19:14,James StikÃ¥,For You,197854;
2021-03-06 19:18,Rival,Let It Die,217931;
2021-03-06 19:22,Lunity,Simple and Clean - Acoustic,192363;
2021-03-06 19:23,Anson Seabra,Welcome to Wonderland,35871;
2021-03-06 19:27,Cadmium,No Friends,235023;
2021-03-06 19:30,Sophia Angeles,Gone,156243;
2021-03-06 19:33,Rosemary Joaquin,Hate That I Love You,151829;
2021-03-06 19:34,Loote,tomorrow tonight,83641;
2021-03-06 19:39,Ben Woodward,Call You Mine (Acoustic Piano),209554;
2021-03-06 19:43,Jasmine Thompson,Funny - Stripped,219301;
2021-03-06 19:46,SHY Martin,Are you happy?,157555;
2021-03-06 19:50,Tyler Ward,Love Story,232500;
2021-03-06 19:53,GOLDHOUSE,i don't wanna know,200000;
2021-03-06 19:58,Ben Woodward,Lost Without You,234046;
2021-03-06 20:03,Rhys Lewis,No Right To Love You,238040;
2021-03-06 20:06,Munn,I Lost Myself,191484;
2021-03-06 20:10,Nico Collins,Alone,234001;
2021-03-06 20:14,Rosendale,Boys Feel Sad Too,211363;
2021-03-06 20:17,SHY Martin,Slow,163547;
2021-03-06 20:21,Elina,Blue,191953;
2021-03-06 20:25,Conor Maynard,For the Night,233920;
2021-03-06 20:28,Maisie Peters,Maybe Don't (feat. JP Saxe),174600;
2021-03-06 20:31,Ben Woodward,Say My Name,177394;
2021-03-06 20:34,Clara Mae,Overused (feat. gnash),161195;
2021-03-06 20:39,JP Saxe,A Little Bit Yours,225680;
2021-03-06 20:42,Loote,tomorrow tonight,202600;
2021-03-06 20:45,Boy In Space,Forever Young,101207;
2021-03-07 10:49,Boy In Space,Forever Young,110496;
2021-03-07 10:51,FRND,Champion,161202;
2021-03-07 10:55,SHY Martin,Still the Same (feat. Boy In Space),178139;
2021-03-07 10:58,We Rabbitz,death bed (coffee for your head) - Acoustic Mix,148355;
2021-03-07 11:02,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-07 11:06,Loote,85%,174106;
2021-03-07 11:11,Sam Fischer,The Usual,212953;
2021-03-07 11:14,Clara Mae,Alright (feat. Russell Dickerson),161085;
2021-03-07 11:17,Anna Clendening,Get Me,165133;
2021-03-07 11:20,Rival,For Life,157000;
2021-03-07 11:27,SHY Martin,Nobody Likes Moving On,166646;
2021-03-07 11:31,JP Saxe,A Little Bit Yours,225680;
2021-03-07 11:35,Beth Crowley,Empire,223200;
2021-03-07 11:38,Ben Woodward,Lose Somebody (Acoustic),175945;
2021-03-07 11:41,Nick Wilson,Everybody But Me,184633;
2021-03-07 11:44,Gavin James,Boxes,168402;
2021-03-07 11:47,Clara Mae,Unmiss You,190075;
2021-03-07 11:51,Jake Scott,CWJBHN,193113;
2021-03-07 11:54,Mokita,colorblind,193976;
2021-03-07 11:59,Boy In Space,Drown,203909;
2021-03-07 12:02,Kurt Hugo Schneider,death bed (coffee for your head),176874;
2021-03-07 12:06,Nico Collins,Head in Her Heart,208018;
2021-03-07 12:10,Jacob Lee,Silhouette,250431;
2021-03-07 23:10,Evie Clair,Never Loved You,206102;
2021-03-07 23:14,Ben Woodward,Monsters in Me,196673;
2021-03-07 23:18,Ben Woodward,Bulletproof,207677;
2021-03-07 23:22,Kevin Krust,Paper Crown,202344;
2021-03-07 23:25,Kurt Hugo Schneider,death bed (coffee for your head),176874;
2021-03-07 23:29,Landon Austin,All Time Low (Acoustic),172912;
2021-03-07 23:33,Nico Collins,Alone,234001;
2021-03-07 23:37,Boy In Space,Drown,203909;
2021-03-07 23:40,SHY Martin,Nobody Likes Moving On,166646;
2021-03-07 23:43,Dylan Emmet,How I Know,163902;
2021-03-07 23:46,Chelsea Collins,Used to be (L.O.V.E.),134039;
2021-03-07 23:50,Jason Chen,Unbreak My Heart,258000;
2021-03-07 23:55,Cadmium,No Friends,235023;
2021-03-07 23:59,Nico Collins,Happy?,219878;
2021-03-08 00:03,SeoulFly,Cross My Mind,230675;
2021-03-08 00:07,Rosendale,Tell Me How to Let Go,212307;
2021-03-08 00:12,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-08 00:14,SHY Martin,Are you happy?,157555;
2021-03-08 00:19,Nico Collins,Head in Her Heart,208018;
2021-03-08 00:23,Loote,85%,174106;
2021-03-08 00:27,Clara Mae,Overused (feat. gnash),161195;
2021-03-08 00:31,Ben Woodward,Lost Without You,234046;
2021-03-08 00:36,Jasmine Thompson,Funny - Stripped,219301;
2021-03-08 00:39,Munn,I Lost Myself,191484;
2021-03-08 00:43,Ben Woodward,Lose Somebody (Acoustic),175945;
2021-03-08 00:47,Conor Maynard,For the Night,233920;
2021-03-08 00:52,Alec Chambers,Something to Cry About,205797;
2021-03-08 00:55,Kurt Hugo Schneider,Someone You Loved - Acoustic,162272;
2021-03-08 00:59,JP Saxe,A Little Bit Yours,225680;
2021-03-08 01:01,Munn,i'm fucked i know,145382;
2021-03-08 01:05,Ben Woodward,Say My Name,177394;
2021-03-08 01:09,Rival,Let It Die,217931;
2021-03-08 01:12,Conor Maynard,You Broke Me First,160942;
2021-03-08 01:15,Clara Mae,Unmiss You,190075;
2021-03-08 01:18,SHY Martin,Slow,163547;
2021-03-08 01:21,Ben Woodward,Call You Mine (Acoustic Piano),209554;
2021-03-08 01:26,Faith Marie,Nobody,235913;
2021-03-08 01:30,Travis Atreo,Fix Me (feat. Amber Liu) - Acoustic,248079;
2021-03-08 01:34,Jake Scott,CWJBHN,193113;
2021-03-08 01:37,Ben Woodward,All a Dream,214687;
2021-03-08 01:41,GOLDHOUSE,i don't wanna know,200000;
2021-03-08 01:45,Sam Fischer,The Usual,212953;
2021-03-08 01:48,Rival,Traffic Light,163695;
2021-03-08 01:52,Jacob Lee,Thoughts,256122;
2021-03-08 01:56,Mokita,down,194680;
2021-03-08 01:59,Loote,tomorrow tonight,202600;
2021-03-08 02:03,Mako,Parable,209363;
2021-03-08 02:06,JC Stewart,I Need You To Hate Me,157447;
2021-03-08 02:11,Blake Rose,Gone,205462;
2021-03-08 02:15,Jacob Lee,Artistry (Conscious Sessions),270703;
2021-03-08 02:19,Cadmium,Juvenile Mind,214186;
2021-03-08 02:23,Rosendale,Boys Feel Sad Too,211363;
2021-03-08 02:26,JP Cooper,Too Close,184997;
2021-03-08 02:29,FRND,Champion,161202;
2021-03-08 02:33,Beth Crowley,Perfect Doesn't Last,241200;
2021-03-08 02:37,JORDY,Just Friends,189631;
2021-03-08 02:40,Mokita,colorblind,193976;
2021-03-08 02:43,Maisie Peters,Maybe Don't (feat. JP Saxe),174600;
2021-03-08 02:47,Clara Mae,Drunk On Emotions - Stripped,187342;
2021-03-08 02:50,Fly By Midnight,Lost Without You (feat. Clara Mae),165814;
2021-03-08 02:54,Tyler Ward,Love Story,232500;
2021-03-08 02:59,Rhys Lewis,No Right To Love You,238040;
2021-03-08 03:02,JORDY,Close To You,179027;
2021-03-08 03:07,Cadmium,No Friends,235023;
2021-03-08 03:10,Ben Woodward,Bulletproof,207677;
2021-03-08 03:13,SHY Martin,Nobody Likes Moving On,166646;
2021-03-08 03:17,Blake Rose,Rest Of Us,212854;
2021-03-08 03:21,Kayden,fine,190312;
2021-03-08 03:25,Nico Collins,Alone,234001;
2021-03-08 03:28,Nick Wilson,Everybody But Me,184633;
2021-03-08 03:32,Boy In Space,Forever Young,211680;
2021-03-08 03:36,Elina,Blue,191953;
2021-03-08 03:39,Clara Mae,Drunk On Emotions,192908;
2021-03-08 03:43,Adam Turley,Rewind - Late Night Version,203248;
2021-03-08 03:46,Ben Woodward,No Time to Die,218385;
2021-03-08 03:51,Jacob Lee,Gone the Days (Conscious Sessions),220160;
2021-03-08 12:12,Jacob Lee,Gone the Days (Conscious Sessions),3762;
2021-03-08 12:14,Anna Clendening,Get Me,165133;
2021-03-08 12:18,SHY Martin,can I call you back?,153058;
2021-03-08 12:21,Kurt Hugo Schneider,death bed (coffee for your head),176874;
2021-03-08 12:24,GOLDHOUSE,i don't wanna know - acoustic,186500;
2021-03-08 12:29,Elina,Paper Planes,199980;
2021-03-08 12:31,Clara Mae,Overused (feat. gnash) - Stripped,161292;
2021-03-08 12:34,Gavin Haley,The Way I Am,178143;
2021-03-08 12:38,Justin Jesso,If you're meant to come back,179354;
2021-03-08 12:41,Mokita,Bad,170561;
2021-03-08 12:43,Ben Schuller,Engagement Party,165642;
2021-03-08 12:47,Jada Facer,Demons,178110;
2021-03-08 12:50,VOILÃ€,Figure You Out,163436;
2021-03-08 12:53,Rival,For Life,157000;
2021-03-08 12:55,AJ Mitchell,Burn,139959;
2021-03-08 12:59,SHY Martin,Still the Same (feat. Boy In Space),178139;
2021-03-08 13:01,Clara Mae,Loved You Once,148603;
2021-03-08 18:06,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-08 18:09,SHY Martin,Are you happy?,157555;
2021-03-08 18:13,Nico Collins,Head in Her Heart,208018;
2021-03-08 18:17,Loote,85%,174106;
2021-03-08 18:19,Clara Mae,Overused (feat. gnash),161195;
2021-03-08 18:20,Ben Woodward,Lost Without You,3798;
2021-03-08 18:28,Ben Woodward,Lost Without You,230158;
2021-03-08 18:33,Jasmine Thompson,Funny - Stripped,219301;
2021-03-08 18:36,Munn,I Lost Myself,191484;
2021-03-08 18:40,Ben Woodward,Lose Somebody (Acoustic),175945;
2021-03-08 18:44,Conor Maynard,For the Night,233920;
2021-03-08 18:48,Alec Chambers,Something to Cry About,205797;
2021-03-08 18:51,Kurt Hugo Schneider,Someone You Loved - Acoustic,162272;
2021-03-08 18:56,JP Saxe,A Little Bit Yours,225680;
2021-03-08 18:58,Munn,i'm fucked i know,145382;
2021-03-08 19:02,Ben Woodward,Say My Name,177394;
2021-03-08 19:06,Rival,Let It Die,217931;
2021-03-08 19:08,Conor Maynard,You Broke Me First,160942;
2021-03-08 19:12,Clara Mae,Unmiss You,190075;
2021-03-08 19:13,SHY Martin,Slow,40567;
2021-03-09 14:51,SHY Martin,Slow,2858;
2021-03-09 14:54,Ben Woodward,Monsters in Me,196673;
2021-03-09 14:59,Ben Woodward,Bulletproof,207677;
2021-03-09 15:03,Timebelle,Apollo - Eurovision Version,179306;
2021-03-09 15:08,AJ Mitchell,Down In Flames,200720;
2021-03-09 15:10,SHY Martin,Slow,163547;
2021-03-09 15:13,Kate Vogel,Rain,150073;
2021-03-09 15:16,Leon Jaar,comethru,178886;
2021-03-09 15:20,Arensky,My Gaming Life,210556;
2021-03-09 15:24,Jasmine Thompson,Funny - Stripped,219301;
2021-03-09 15:28,Nico Collins,Alone,234001;
2021-03-09 15:32,Ni/Co,Bleeding Love,156470;
2021-03-09 15:35,Blake Rose,Gone,205462;
2021-03-09 15:38,Jake Scott,CWJBHN,193113;
2021-03-09 15:43,Clara Mae,Sorry For Writing All The Songs About You,206233;
2021-03-09 15:46,Phil Good,Be Somebody,186560;
2021-03-09 15:49,SHY Martin,Are you happy?,157555;
2021-03-09 15:52,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-09 15:57,Rhys Lewis,No Right To Love You,238040;
2021-03-09 16:01,GOLDHOUSE,i don't wanna know,200000;
2021-03-09 16:04,Munn,i'm fucked i know,145382;
2021-03-09 16:08,Cadmium,No Friends,235023;
2021-03-09 16:12,Rival,Let It Die,217931;
2021-03-09 16:14,Clara Mae,Overused (feat. gnash),161195;
2021-03-09 16:19,Ben Woodward,Lost Without You,234046;
2021-03-09 16:22,Kayden,fine,190312;
2021-03-09 16:26,Rosendale,Did I Love You Too Much,183352;
2021-03-09 16:29,Jasmine Thompson,Love For The Lonely,196706;
2021-03-09 16:32,Joseph Vincent,Just A Dream,148677;
2021-03-09 16:35,Ben Woodward,Say My Name,177394;
2021-03-09 17:41,Rival,Traffic Light,146459;
2021-03-09 17:44,Ben Woodward,Monsters in Me,196673;
2021-03-09 17:49,Gavin James,Tired,227082;
2021-03-09 17:53,RUNN,Better,204400;
2021-03-09 17:58,Nico Collins,Alone,234001;
2021-03-09 18:01,Anson Seabra,Welcome to Wonderland,199131;
2021-03-09 20:17,Jasmine Thompson,Funny - Stripped,219301;
2021-03-09 20:21,Rival,Willow Tree,188800;
2021-03-09 20:26,Lvly,Way Way Back (Acoustic Version),283835;
2021-03-09 20:29,SHY Martin,Slow,163547;
2021-03-09 20:33,Blake Rose,Gone,205462;
2021-03-09 20:37,Masetti,Stopped Waiting for Superman,228000;
2021-03-09 20:41,Drew Schueler,Head Start,217522;
2021-03-09 20:44,Nathan Wagner,I Miss You,156521;
2021-03-09 20:48,Ben Woodward,Bulletproof,207677;
2021-03-09 20:52,Katelyn Tarver,You Don't Know,260851;
2021-03-09 20:58,McKenna Breinholt,Save Me,304908;
2021-03-09 21:02,Rival,Call it Love,215400;
2021-03-09 21:18,Kurt Hugo Schneider,LATHI,198600;
2021-03-09 21:22,Ben Woodward,Call You Mine (Acoustic Piano),209554;
2021-03-09 21:26,Clara Mae,Overused (feat. gnash),161195;
2021-03-09 21:29,Rival,Let It Die,217931;
2021-03-09 21:32,SHY Martin,Are you happy?,157555;
2021-03-09 21:36,Jasmine Thompson,Funny - Stripped,219301;
2021-03-09 21:40,Ben Woodward,Lose Somebody (Acoustic),175945;
2021-03-09 21:43,GOLDHOUSE,i don't wanna know,200000;
2021-03-09 21:48,Nico Collins,Alone,234001;
2021-03-09 21:52,Cadmium,No Friends,235023;
2021-03-09 22:00,Jacob Lee,Silhouette,202017;
2021-03-10 15:48,Jacob Lee,Silhouette,99786;
2021-03-10 15:51,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-10 15:56,Kayden,fine,190312;
2021-03-10 16:00,Conor Maynard,For the Night,233920;
2021-03-10 16:03,SHY Martin,Nobody Likes Moving On,166646;
2021-03-10 16:06,Nico Collins,Head in Her Heart,208018;
2021-03-10 16:09,Munn,i'm fucked i know,145382;
2021-03-10 16:12,Ben Woodward,Say My Name,177394;
2021-03-10 16:16,Boy In Space,Drown,203909;
2021-03-10 16:20,JORDY,Close To You,179027;
2021-03-10 16:23,Elina,Paper Planes,199980;
2021-03-10 16:28,Rhys Lewis,No Right To Love You,238040;
2021-03-10 16:31,Mokita,colorblind,193976;
2021-03-10 16:34,Ben Woodward,All a Dream,146330;
2021-03-11 22:31,Ben Woodward,All a Dream,68354;
2021-03-11 22:35,Tyler Ward,Love Story,232500;
2021-03-11 22:38,Cadmium,Juvenile Mind,107819;
2021-03-12 10:20,Cadmium,Juvenile Mind,106378;
2021-03-12 10:23,Clara Mae,Drunk On Emotions,192908;
2021-03-12 10:28,Nico Collins,Our Way Out,243003;
2021-03-12 10:31,Anna Clendening,Boys Like You,187349;
2021-03-12 10:36,Justin Jesso,If you're meant to come back,179354;
2021-03-12 10:39,Boy In Space,Cold - VINAI Remix,181161;
2021-03-12 10:42,Rosendale,Boys Feel Sad Too,211363;
2021-03-12 10:45,Mako,Chameleon,68178;
2021-03-12 16:54,Mako,Chameleon,124722;
2021-03-12 16:57,Clara Mae,Loved You Once,148603;
2021-03-12 16:59,FRND,Champion,161202;
2021-03-13 12:49,Nick Wilson,Everybody But Me,3552;
2021-03-13 12:53,Ben Woodward,No Time to Die,218385;
2021-03-13 12:56,Astrid S,It's Ok If You Forget Me,204989;
2021-03-13 13:00,Cadmium,No Friends,235023;
2021-03-13 13:03,Clara Mae,Unmiss You,190075;
2021-03-13 13:05,SHY Martin,can I call you back?,60046;
2021-03-13 13:10,SHY Martin,can I call you back?,151347;
2021-03-13 13:15,Elizza,Kid I Used to Be.,251115;
2021-03-13 13:19,Rosendale,No Maybes,190654;
2021-03-13 13:23,Sabai,Million Days,208551;
2021-03-13 13:25,Ben Woodward,Monsters in Me,90188;
2021-03-13 13:31,Ben Woodward,Monsters in Me,120140;
2021-03-13 13:34,Ben Woodward,Monsters in Me,120140;
2021-03-13 13:35,Ben Woodward,Monsters in Me,30093;
2021-03-13 15:38,Ben Woodward,Monsters in Me,90209;
2021-03-13 15:42,Ben Woodward,Monsters in Me,184443;
2021-03-13 15:47,Loote,tomorrow tonight,202600;
2021-03-13 15:50,Rival,Willow Tree,188800;
2021-03-13 15:53,GOLDHOUSE,i don't wanna know - acoustic,186500;
2021-03-13 15:56,Michael Lanza,Was I a Fool,172004;
2021-03-13 15:59,Gavin Haley,The Way I Am,178143;
2021-03-13 16:03,Alex Sampson,All That We Could Have Been,190002;
2021-03-13 16:07,Nico Collins,Alone,234001;
2021-03-13 16:12,Ben Woodward,Bulletproof,207677;
2021-03-13 16:15,Rosendale,Last Song,220803;
2021-03-13 16:19,GOLDHOUSE,i don't wanna know,200000;
2021-03-13 16:22,Clara Mae,Overused (feat. gnash) - Stripped,161292;
2021-03-13 16:26,Boy In Space,7UP,203554;
2021-03-13 16:29,JP Saxe,Hey Stupid I Love You,181000;
2021-03-13 16:33,Cadmium,No Friends,235023;
2021-03-13 16:36,Ben Woodward,Lose Somebody (Acoustic),175945;
2021-03-13 16:39,Rival,Traffic Light,163695;
2021-03-13 16:42,SHY Martin,Are you happy?,157555;
2021-03-13 16:46,Nico Collins,Our Way Out,243003;
2021-03-13 16:50,Conor Maynard,For the Night,233920;
2021-03-13 16:55,Alec Chambers,Something to Cry About,205797;
2021-03-13 16:58,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-13 17:02,Rosendale,Boys Feel Sad Too,211363;
2021-03-13 17:05,SHY Martin,Nobody Likes Moving On,166646;
2021-03-13 17:09,Mokita,colorblind,193976;
2021-03-13 17:10,Astrid S,It's Ok If You Forget Me,94273;
2021-03-14 10:42,Astrid S,It's Ok If You Forget Me,110788;
2021-03-14 10:44,Kayden,fine,106845;
2021-03-14 15:57,Kayden,fine,83351;
2021-03-14 16:02,Nico Collins,Head in Her Heart,208018;
2021-03-14 16:06,Ben Woodward,Dusk Till Dawn,263374;
2021-03-14 16:10,SHY Martin,Still the Same (feat. Boy In Space),178139;
2021-03-14 16:13,AJ Mitchell,Like Strangers Do,160790;
2021-03-14 16:16,Loote,85%,174106;
2021-03-14 16:20,Adam Turley,Rewind - Late Night Version,203248;
2021-03-14 16:23,Kurt Hugo Schneider,death bed (coffee for your head),176874;
2021-03-14 16:27,Jasmine Thompson,Funny - Stripped,219301;
2021-03-14 16:31,Ben Woodward,Lost Without You,234046;
2021-03-14 16:35,Landon Austin,Armor,212066;
2021-03-14 16:38,SHY Martin,Slow,163547;
2021-03-14 16:42,Boy In Space,Drown,203909;
2021-03-14 16:45,Mako,Breathe,188360;
2021-03-14 16:49,AJ Mitchell,Slow Dance,178799;
2021-03-14 16:53,Ben Woodward,No Time to Die,218385;
2021-03-14 16:56,Conor Maynard,Nothing but You,190000;
2021-03-14 17:00,Munn,I Lost Myself,191484;
2021-03-14 17:04,Kayden,BLAME,249795;
2021-03-14 17:08,Rival,Let It Die,217931;
2021-03-14 17:13,Jacob Lee,Silhouette,301803;
2021-03-14 17:17,FRND,What If I Fall Apart,178758;
2021-03-14 17:21,Kurt Hugo Schneider,Sweater Weather,228387;
2021-03-14 17:25,Nico Collins,Happy?,219878;
2021-03-14 17:30,Landon Austin,Now,256636;
2021-03-14 17:33,SHY Martin,can I call you back?,153058;
2021-03-14 17:37,Tyler Ward,Love Story,232500;
2021-03-14 17:41,Boy In Space,Cold,203538;
2021-03-14 17:44,Ben Woodward,Say My Name,177394;
2021-03-14 17:48,Astrid S,Hurts So Good,208728;
2021-03-14 17:51,Conor Maynard,You Broke Me First,160942;
2021-03-14 19:45,Nico Collins,Alone,234001;
2021-03-14 19:48,Ben Woodward,Bulletproof,207677;
2021-03-14 19:52,Rosendale,Last Song,220803;
2021-03-14 19:56,GOLDHOUSE,i don't wanna know,200000;
2021-03-14 19:59,Clara Mae,Overused (feat. gnash) - Stripped,161292;
2021-03-14 20:02,Boy In Space,7UP,203554;
2021-03-14 20:05,JP Saxe,Hey Stupid I Love You,181000;
2021-03-14 20:10,Cadmium,No Friends,235023;
2021-03-14 20:13,Ben Woodward,Lose Somebody (Acoustic),175945;
2021-03-14 20:16,Rival,Traffic Light,163695;
2021-03-14 20:19,SHY Martin,Are you happy?,157555;
2021-03-14 20:24,Conor Maynard,For the Night,7248;
2021-03-14 20:24,Nico Collins,Our Way Out,243003;
2021-03-14 20:54,Conor Maynard,For the Night,226696;
2021-03-14 20:58,Alec Chambers,Something to Cry About,205797;
2021-03-14 21:02,Ben Woodward,Don't Wanna Leave You,211672;
2021-03-14 21:03,Rosendale,Boys Feel Sad Too,23691;
2021-03-14 21:03,SHY Martin,Nobody Likes Moving On,4266;
2021-03-14 21:06,Mokita,colorblind,193976;
2021-03-14 21:10,Astrid S,It's Ok If You Forget Me,204989;
2021-03-14 21:13,Kayden,fine,190312;
2021-03-14 21:17,Nico Collins,Head in Her Heart,208018;
2021-03-14 21:22,Ben Woodward,Dusk Till Dawn,263374;
2021-03-14 21:25,SHY Martin,Still the Same (feat. Boy In Space),178139;
2021-03-14 21:28,AJ Mitchell,Like Strangers Do,160790;
2021-03-14 21:31,Loote,85%,174106;
2021-03-14 21:31,Adam Turley,Rewind - Late Night Version,32209;
2021-03-14 21:34,Kurt Hugo Schneider,death bed (coffee for your head),176874;
2021-03-14 21:38,Jasmine Thompson,Funny - Stripped,219301;
2021-03-14 21:43,Ben Woodward,Lost Without You,234046;
2021-03-14 21:46,Landon Austin,Armor,212066;
2021-03-14 21:49,SHY Martin,Slow,163547;
2021-03-14 21:53,Boy In Space,Drown,203909;
2021-03-14 21:57,Mako,Breathe,188360;
2021-03-14 22:00,AJ Mitchell,Slow Dance,178799;
2021-03-14 22:03,Ben Woodward,No Time to Die,218385;
2021-03-14 22:07,Conor Maynard,Nothing but You,190000;
2021-03-14 22:12,Munn,I Lost Myself,191484;
2021-03-14 22:17,Kayden,BLAME,249795;
2021-03-14 22:20,Rival,Let It Die,217931;
2021-03-14 22:26,Jacob Lee,Silhouette,301803;
2021-03-14 22:29,FRND,What If I Fall Apart,178758;
